Days,Time,Building and Room,Seats,Enrolled,Waits,Dept_name,
-----S------S-, 8:00A-9:00A9:00A-1:00P, Wrighton / 201   Wrighton / 201, 5, 2, 0, CHEMISTRY(L07), 
M-W----, 6:00P-8:00P, Wrighton / 201, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 2, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 5, 0, 0, CHEMISTRY(L07), 
M-W-F--, 10:00A-10:50A, Wrighton / 250, 75, 49, 0, CHEMISTRY(L07), 
M-W-F--, 11:00A-11:50A, Life Sciences / 118, 30, 7, 0, CHEMISTRY(L07), 
M------, 12:00P-12:50P, Wrighton / 301, 20, 10, 0, CHEMISTRY(L07), 
-T-----, 1:00P-5:50P, Wrighton / 130A, 10, 6, 0, CHEMISTRY(L07), 
---R---, 1:00P-5:50P, Wrighton / 130A, 10, 4, 0, CHEMISTRY(L07), 
-T-R---, 11:30A-12:50P, Cupples II / 200, 30, 11, 0, CHEMISTRY(L07), 
-T-R---, 10:00A-11:20A, Wrighton / 301, 48, 33, 0, CHEMISTRY(L07), 
M-W----, 2:00P-5:00P, Wrighton / 210A, 15, 2, 0, CHEMISTRY(L07), 
M-W----, 2:00P-5:00P, Wrighton / 210A, 5, 2, 0, CHEMISTRY(L07), 
---R---, 1:00P-5:50P, Wrighton / 130B, 0, 0, 0, CHEMISTRY(L07), 
-T-----, 1:00P-5:50P, Wrighton / 130B, 6, 4, 0, CHEMISTRY(L07), 
-T-----, 1:00P-5:50P, Wrighton / 130B, 4, 2, 0, CHEMISTRY(L07), 
M-W-F--, 9:00A-9:50A, Rebstock / 215, 150, 65, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 3, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 3, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 5, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 2, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 3, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 0, 1, 0, CHEMISTRY(L07), 
M-W-F--, 10:00A-10:50A, Life Sciences / 118, 30, 7, 0, CHEMISTRY(L07), 
----F--, 12:00P-12:50P, Seigle / 111, 25, 3, 0, CHEMISTRY(L07), 
--W----, 12:00P-12:50P, Wrighton / 301, 25, 1, 0, CHEMISTRY(L07), 
-T-R---, 10:00A-11:20A, Wrighton / 201, 30, 10, 0, CHEMISTRY(L07), 
-T-R---, 10:00A-11:20A, Louderman / 458, 30, 1, 0, CHEMISTRY(L07), 
M-W-F--, 10:00A-10:50A, Wrighton / 201, 48, 3, 0, CHEMISTRY(L07), 
M------, 1:00P-1:50P, McMillen / 311, 40, 2, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 4, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 3, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 4, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 3, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 2, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 4, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 3, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 2, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 2, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 4, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 0, 0, CHEMISTRY(L07), 
TBA, , TBA, 20, 1, 0, CHEMISTRY(L07), 
---R---, 9:00A-9:50A, Eads / 103, 35, 35, 0, CHEMISTRY(L07), 
---R---, 8:30A-9:50A, Eads / 215, 0, 0, 0, CHEMISTRY(L07), 
---R---, 3:00P-3:50P, Eads / 203, 35, 35, 0, CHEMISTRY(L07), 
---R---, 2:30P-3:50P, Eads / 209, 0, 0, 0, CHEMISTRY(L07), 
---R---, 8:30A-9:50A, Seigle / L004, 0, 10, 0, CHEMISTRY(L07), 
---R---, 8:30A-9:50A, Seigle / 103, 36, 37, 0, CHEMISTRY(L07), 
---R---, 8:30A-9:50A, Seigle / 106, 36, 36, 0, CHEMISTRY(L07), 
---R---, 8:30A-9:50A, (None) /, 0, 0, 0, CHEMISTRY(L07), 
---R---, 8:30A-9:50A, (None) /, 0, 0, 0, CHEMISTRY(L07), 
---R---, 8:30A-9:50A, (None) /, 0, 0, 0, CHEMISTRY(L07), 
---R---, 8:30A-9:50A, (None) /, 0, 0, 0, CHEMISTRY(L07), 
---R---, 11:30A-12:50P, Seigle / 206, 0, 19, 0, CHEMISTRY(L07), 
---R---, 11:30A-12:50P, (None) /, 0, 0, 0, CHEMISTRY(L07), 
---R---, 11:30A-12:50P, (None) /, 0, 0, 0, CHEMISTRY(L07), 
---R---, 11:30A-12:50P, (None) /, 0, 0, 0, CHEMISTRY(L07), 
---R---, 2:30P-3:50P, Seigle / 204, 0, 15, 0, CHEMISTRY(L07), 
---R---, 2:30P-3:50P, Seigle / 306, 0, 29, 0, CHEMISTRY(L07), 
---R---, 2:30P-3:50P, (None) /, 0, 0, 0, CHEMISTRY(L07), 
---R---, 2:30P-3:50P, (None) /, 0, 0, 0, CHEMISTRY(L07), 
---R-----W----, 1:00P-4:50P2:00P-2:50P, Wrighton / FLR2  Wrighton / 300, 60, 60, 0, CHEMISTRY(L07), 
--W----M------, 2:00P-2:50P1:00P-4:50P, Wrighton / 300   Wrighton / FLR2, 60, 60, 0, CHEMISTRY(L07), 
--W-----T-----, 2:00P-2:50P8:00A-11:50A, Wrighton / 300   Wrighton / FLR2, 60, 60, 0, CHEMISTRY(L07), 
--W-----T-----, 2:00P-2:50P1:00P-4:50P, Wrighton / 300   Wrighton / FLR2, 60, 60, 0, CHEMISTRY(L07), 
M------, 12:00P-12:50P, Seigle / 306, 6, 7, 0, CHEMISTRY(L07), 
--W----, 12:00P-4:50P, Wrighton / 130B, 6, 7, 0, CHEMISTRY(L07), 
-T-R---, 2:00P-5:00P, Wrighton / 210A, 0, 0, 0, CHEMISTRY(L07), 
-T-R---, 2:00P-5:00P, Wrighton / 210A, 0, 0, 0, CHEMISTRY(L07), 
---R---, 1:00P-5:50P, Wrighton / 130B, 0, 0, 0, CHEMISTRY(L07), 
-T-R---, 10:00A-11:20A, Cupples II / 230, 45, 41, 0, EAST ASIAN STUDIES(L03), 
-T-R---, 1:00P-2:20P, Ridgley / 107, 19, 17, 0, EAST ASIAN STUDIES(L03), 
-T-R---, 4:00P-5:20P, Crow / 205, 25, 22, 0, EAST ASIAN STUDIES(L03), 
-T-R---, 11:30A-12:50P, Cupples II / 230, 45, 38, 0, EAST ASIAN STUDIES(L03), 
M-W----, 4:00P-5:20P, Busch / 202, 40, 29, 0, EAST ASIAN STUDIES(L03), 
-T-R---, 2:30P-3:50P, Eads / 112, 19, 11, 0, EAST ASIAN STUDIES(L03), 
M-W----, 4:00P-5:20P, Eads / 215, 15, 10, 0, EAST ASIAN STUDIES(L03), 
-T-----, 3:00P-5:20P, Ridgley / 107, 10, 3, 0, EAST ASIAN STUDIES(L03), 
M-W----, 4:00P-5:20P, Busch / 202, 40, 29, 0, EAST ASIAN STUDIES(L03), 
TBA, , TBA, 0, 0, 0, EAST ASIAN STUDIES(L03), 
TBA, , TBA, 0, 0, 0, EAST ASIAN STUDIES(L03), 
TBA, , TBA, 0, 0, 0, EAST ASIAN STUDIES(L03), 
-T-R---, 1:00P-2:20P, Eads / 211, 20, 20, 0, EAST ASIAN STUDIES(L03), 
M-W----, 1:00P-2:20P, Eads / 211, 19, 20, 0, EAST ASIAN STUDIES(L03), 
-T-R---, 2:30P-3:50P, Mallinckrodt / 305, 15, 13, 0, GLOBAL STUDIES(L97), 
-T-R---, 11:30A-12:50P, Lopata Hall / 302, 25, 21, 0, GLOBAL STUDIES(L97), 
-T-R---, 10:00A-11:20A, Cupples II / 230, 45, 41, 0, GLOBAL STUDIES(L97), 
M-W----, 10:00A-11:20A, Seigle / 111, 30, 3, 0, GLOBAL STUDIES(L97), 
--W-F--, 10:00A-11:20A, Eads / 102, 15, 2, 0, GLOBAL STUDIES(L97), 
M-W----, 11:30A-12:50P, January Hall / 110, 40, 29, 0, GLOBAL STUDIES(L97), 
-T-R---, 10:00A-11:20A, January Hall / 20, 22, 20, 0, GLOBAL STUDIES(L97), 
M-W----, 11:30A-12:50P, McDonnell / 361, 35, 28, 0, GLOBAL STUDIES(L97), 
M-W----, 1:00P-2:20P, Cupples II / L001, 15, 6, 0, GLOBAL STUDIES(L97), 
-T-R---, 1:00P-2:20P, Eads / 207, 20, 18, 0, GLOBAL STUDIES(L97), 
M-W----, 1:00P-2:20P, Busch / 202, 35, 18, 0, GLOBAL STUDIES(L97), 
M-W----, 10:00A-11:20A, Busch / 202, 35, 10, 0, GLOBAL STUDIES(L97), 
M-W-F--, 12:00P-12:50P, Simon / 1, 350, 321, 0, GLOBAL STUDIES(L97), 
-T-R---, 11:30A-12:50P, Mallinckrodt / 305, 20, 19, 0, GLOBAL STUDIES(L97), 
M------, 2:30P-5:20P, McMillan / G057, 11, 10, 0, GLOBAL STUDIES(L97), 
-T-R---, 2:30P-3:50P, McDonnell / 361, 15, 3, 0, GLOBAL STUDIES(L97), 
M-W----, 2:30P-3:50P, McMillan / G052, 100, 98, 0, GLOBAL STUDIES(L97), 
M-W----, 2:30P-3:50P, Cupples I / 115, 15, 13, 0, GLOBAL STUDIES(L97), 
-T-R---, 4:00P-5:20P, Crow / 205, 25, 22, 0, GLOBAL STUDIES(L97), 
-T-R---, 4:00P-5:20P, Eads / 115, 25, 6, 0, GLOBAL STUDIES(L97), 
-T-R---, 11:30A-12:50P, Cupples II / 230, 45, 38, 0, GLOBAL STUDIES(L97), 
M-W----, 4:00P-5:20P, Busch / 202, 40, 29, 0, GLOBAL STUDIES(L97), 
-T-R---, 4:00P-5:20P, Simon / 023, 78, 75, 0, GLOBAL STUDIES(L97), 
-T-R---, 2:30P-3:50P, Sever / 300, 15, 8, 0, GLOBAL STUDIES(L97), 
-T-R---, 2:30P-3:50P, Eads / 112, 19, 11, 0, GLOBAL STUDIES(L97), 
-T-R---, 10:00A-11:20A, Life Sciences / 118, 36, 33, 0, GLOBAL STUDIES(L97), 
-T-R---, 10:00A-11:20A, Danforth Ctr / 236, 15, 9, 0, GLOBAL STUDIES(L97), 
M-W----, 11:30A-12:50P, Seigle / L003, 35, 34, 0, GLOBAL STUDIES(L97), 
--W----, 2:30P-5:20P, Lopata House / 11, 15, 5, 0, GLOBAL STUDIES(L97), 
-T-R---, 1:00P-2:20P, Seigle / L003, 15, 10, 0, GLOBAL STUDIES(L97), 
-T-R---, 2:30P-3:50P, Seigle / L003, 15, 13, 0, GLOBAL STUDIES(L97), 
-T-R---, 10:00A-11:20A, Seigle / 111, 25, 12, 0, GLOBAL STUDIES(L97), 
M-W-F--, 2:00P-2:50P, Cupples I / 215, 12, 7, 0, GLOBAL STUDIES(L97), 
M-W----, 1:00P-2:20P, McDonnell / 361, 60, 37, 0, GLOBAL STUDIES(L97), 
M-W----, 1:00P-2:20P, Kemper / 103, 40, 21, 0, GLOBAL STUDIES(L97), 
-T-R---, 11:30A-12:50P, Danforth Ctr / 233, 19, 14, 0, GLOBAL STUDIES(L97), 
M-W----, 10:00A-11:20A, Eads / 211, 14, 12, 0, GLOBAL STUDIES(L97), 
M-W----, 2:30P-3:50P, Cupples I / 216, 17, 8, 0, GLOBAL STUDIES(L97), 
-T-R---, 1:00P-2:20P, January Hall / 20, 15, 6, 0, GLOBAL STUDIES(L97), 
---R---, 2:30P-5:20P, Eads / 211, 17, 14, 0, GLOBAL STUDIES(L97), 
-T-R---, 1:00P-2:20P, Simon / 021, 15, 7, 0, GLOBAL STUDIES(L97), 
M-W----, 2:30P-3:50P, Seigle / 205, 20, 16, 0, GLOBAL STUDIES(L97), 
M-W----, 2:30P-3:50P, Eads / 112, 15, 1, 0, GLOBAL STUDIES(L97), 
---R---, 10:00A-1:00P, Lewis Center / NONE, 0, 10, 0, GLOBAL STUDIES(L97), 
-T-R---, 10:00A-11:20A, Seigle / 109, 24, 9, 0, GLOBAL STUDIES(L97), 
M-W----, 10:00A-11:20A, Seigle / 305, 20, 18, 0, GLOBAL STUDIES(L97), 
M------, 3:00P-4:50P, January Hall / 10, 12, 4, 0, GLOBAL STUDIES(L97), 
--W----, 3:00P-3:50P, January Hall / 10, 12, 3, 0, GLOBAL STUDIES(L97), 
-T-R---, 1:00P-2:20P, Mallinckrodt / 305, 15, 9, 0, GLOBAL STUDIES(L97), 
--W----, 4:00P-6:50P, Eads / 204, 19, 12, 0, GLOBAL STUDIES(L97), 
-T-----, 4:00P-6:50P, Mallinckrodt / 305, 15, 14, 0, GLOBAL STUDIES(L97), 
-T-R---, 10:00A-11:20A, Seigle / 206, 25, 19, 0, GLOBAL STUDIES(L97), 
-T-R---, 4:00P-5:20P, Seigle / L003, 15, 13, 0, GLOBAL STUDIES(L97), 
M-W----, 4:00P-5:20P, Eads / 215, 15, 10, 0, GLOBAL STUDIES(L97), 
-T-R---, 1:00P-2:20P, Rudolph / 102, 0, 17, 0, GLOBAL STUDIES(L97), 
-T-R---, 1:00P-2:20P, Seigle / 206, 19, 22, 0, GLOBAL STUDIES(L97), 
-T-R---, 10:00A-11:20A, Simon / 021, 15, 16, 0, GLOBAL STUDIES(L97), 
-T-R---, 10:00A-11:20A, Cupples II / L007, 15, 16, 0, GLOBAL STUDIES(L97), 
M-W----, 11:30A-12:50P, Seigle / 106, 19, 24, 0, GLOBAL STUDIES(L97), 
-T-R---, 1:00P-2:20P, Eads / 211, 20, 20, 0, GLOBAL STUDIES(L97), 
-T-R---, 1:00P-2:20P, Busch / 202, 20, 20, 0, GLOBAL STUDIES(L97), 
M------, 2:00P-4:50P, Seigle / 305, 20, 22, 0, GLOBAL STUDIES(L97), 
--W----, 2:30P-5:20P, McMillan / 150, 12, 12, 0, GLOBAL STUDIES(L97), 
MTWR---, 3:00P-3:50P, Danforth Ctr / 233, 20, 10, 0, LATIN(L10), 
M-W-F--, 1:00P-1:50P, Seigle / 204, 20, 3, 0, LATIN(L10), 
M-W-F--, 11:00A-11:50A, Wrighton / 201, 20, 8, 0, LATIN(L10), 
M-W-F--, 3:00P-3:50P, Cupples II / L007, 20, 4, 0, LATIN(L10), 
M-W----, 2:30P-3:50P, January Hall / 20, 19, 4, 0, LATIN(L10), 
M-W----, 11:30A-12:50P, Eads / 210, 15, 13, 0, LATIN(L10), 
M-W----, 4:00P-5:20P, January Hall / 20, 19, 6, 0, LATIN(L10), 
M-W----, 2:30P-3:20P, Steinberg / 105, 200, 79, 0, PHILOSOPHY(L30), 
--W----, 4:00P-4:50P, Seigle / 210, 25, 9, 0, PHILOSOPHY(L30), 
--W----, 4:00P-4:50P, Seigle / 206, 25, 9, 0, PHILOSOPHY(L30), 
---R---, 9:00A-9:50A, Seigle / 208, 25, 8, 0, PHILOSOPHY(L30), 
---R---, 3:00P-3:50P, Seigle / 210, 25, 15, 0, PHILOSOPHY(L30), 
---R---, 4:00P-4:50P, Seigle / 208, 25, 14, 0, PHILOSOPHY(L30), 
----F--, 2:00P-2:50P, Umrath / 140, 25, 16, 0, PHILOSOPHY(L30), 
----F--, 2:00P-2:50P, Seigle / 205, 25, 8, 0, PHILOSOPHY(L30), 
M-W----, 8:30A-9:50A, Somers Family / 249, 35, 6, 0, PHILOSOPHY(L30), 
M-W----, 10:00A-11:20A, Somers Family / 251, 35, 31, 0, PHILOSOPHY(L30), 
-T-R---, 2:30P-3:50P, January Hall / 10A, 35, 32, 0, PHILOSOPHY(L30), 
-T-R---, 8:30A-9:50A, Cupples II / 230, 35, 29, 0, PHILOSOPHY(L30), 
-T-R---, 2:30P-3:50P, Eads / 103, 45, 35, 0, PHILOSOPHY(L30), 
M-W----, 10:00A-11:20A, Rudolph / 203, 45, 44, 0, PHILOSOPHY(L30), 
M-W----, 11:30A-12:50P, Rudolph / 203, 45, 37, 0, PHILOSOPHY(L30), 
M-W----, 4:00P-5:20P, Somers Family / 249, 35, 28, 0, PHILOSOPHY(L30), 
-T-R---, 10:00A-11:20A, Somers Family / 249, 45, 33, 0, PHILOSOPHY(L30), 
M-W----, 10:00A-11:20A, Eads / 215, 45, 38, 0, PHILOSOPHY(L30), 
M-W----, 2:30P-3:50P, Lopata Hall / 229, 0, 10, 0, PHILOSOPHY(L30), 
-T-R---, 10:00A-11:20A, Mallinckrodt / 303, 45, 43, 0, PHILOSOPHY(L30), 
-T-R---, 1:00P-2:20P, Eads / 204, 25, 24, 0, PHILOSOPHY(L30), 
M-W----, 4:00P-5:20P, Somers Family / 251, 35, 32, 0, PHILOSOPHY(L30), 
M-W----, 10:00A-10:50A, Simon / 023, 80, 64, 0, PHILOSOPHY(L30), 
----F--, 10:00A-10:50A, Eads / 207, 20, 14, 0, PHILOSOPHY(L30), 
----F--, 10:00A-10:50A, Eads / 116, 20, 13, 0, PHILOSOPHY(L30), 
----F--, 10:00A-10:50A, Cupples I / 111, 20, 17, 0, PHILOSOPHY(L30), 
M-W----, 10:00A-11:20A, Wilson / 104, 19, 7, 0, PHILOSOPHY(L30), 
-T-R---, 10:00A-11:20A, Busch / 14, 19, 8, 0, PHILOSOPHY(L30), 
-T-----, 1:00P-4:00P, Wilson / 104, 19, 14, 0, PHILOSOPHY(L30), 
M------, 3:00P-5:50P, Wilson / 104, 19, 8, 0, PHILOSOPHY(L30), 
----F--, 3:00P-3:50P, Umrath / 140, 0, 0, 0, PHILOSOPHY(L30), 
-T-R---, 10:00A-11:20A, Cupples II / 203, 35, 35, 0, PHILOSOPHY(L30), 
M-W----, 1:00P-2:20P, Cupples II / 203, 15, 24, 0, PHILOSOPHY(L30), 
M-W----, 2:30P-3:50P, Cupples II / 203, 20, 30, 0, PHILOSOPHY(L30), 
M-W----, 4:00P-5:20P, Mallinckrodt / 303, 35, 35, 0, PHILOSOPHY(L30), 
-T-R---, 1:00P-2:20P, Simon / 017, 35, 35, 0, PHILOSOPHY(L30), 
TBA, , TBA, 0, 0, 0, PHILOSOPHY(L30), 
----F--, 10:00A-10:50A, Ridgley / 219, 20, 20, 0, PHILOSOPHY(L30), 
-T-R---, 10:00A-11:20A, Wilson / 104, 5, 10, 0, PHILOSOPHY(L30), 
M------, 2:00P-4:50P, Seigle / 305, 20, 22, 0, PHILOSOPHY(L30), 
--W----, 2:00P-4:50P, Eads / 102, 19, 20, 0, PHILOSOPHY(L30), 
M-W----, 10:00A-11:20A, Eads / 216, 10, 17, 0, PHILOSOPHY(L30), 
MTWRF--, 9:00A-9:50A, Eads / 112, 20, 6, 0, RUSSIAN(L39), 
M------, 12:00P-12:50P, Cupples I / 215, 10, 5, 0, RUSSIAN(L39), 
M------, 1:00P-1:50P, Cupples I / 215, 10, 1, 0, RUSSIAN(L39), 
MTWR---, 10:00A-10:50A, Eads / 208, 10, 7, 0, RUSSIAN(L39), 
M-W-F--, 11:00A-11:50A, Eads / 112, 10, 4, 0, RUSSIAN(L39), 
-T-R---, 10:00A-11:20A, Danforth Ctr / 236, 15, 9, 0, RUSSIAN(L39), 
-T-R---, 1:00P-2:20P, Seigle / L003, 15, 10, 0, RUSSIAN(L39), 
-T-R---, 2:30P-3:50P, Seigle / L003, 15, 13, 0, RUSSIAN(L39), 
-T-R---, 4:00P-5:20P, Seigle / L003, 15, 13, 0, RUSSIAN(L39), 
M-W-F--, 11:00A-11:50A, Wrighton / 300, 270, 263, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 0, 1, 0, ANTHROPOLOGY(L48), 
M-W----, 10:00A-11:20A, Seigle / L004, 40, 33, 0, ANTHROPOLOGY(L48), 
-T-R---, 10:00A-11:20A, Cupples I / 218, 30, 14, 0, ANTHROPOLOGY(L48), 
-T-R---, 1:00P-2:20P, McMillan / G052, 150, 144, 0, ANTHROPOLOGY(L48), 
-T-R---, 11:30A-12:50P, Seigle / 103, 35, 28, 0, ANTHROPOLOGY(L48), 
M-W----, 2:30P-3:50P, Seigle / L004, 40, 37, 0, ANTHROPOLOGY(L48), 
M-W-F--, 12:00P-12:50P, Simon / 1, 350, 321, 0, ANTHROPOLOGY(L48), 
M-W----, 2:30P-3:50P, McMillan / G052, 100, 98, 0, ANTHROPOLOGY(L48), 
M------, 2:30P-5:20P, McMillan / G057, 11, 10, 0, ANTHROPOLOGY(L48), 
M-W----, 10:00A-11:20A, Seigle / 306, 30, 28, 0, ANTHROPOLOGY(L48), 
-T-R---, 1:00P-2:20P, Cupples II / L001, 30, 24, 0, ANTHROPOLOGY(L48), 
M-W----, 10:00A-11:20A, Cupples II / 230, 50, 32, 0, ANTHROPOLOGY(L48), 
-T-R---, 10:00A-11:20A, Life Sciences / 118, 36, 33, 0, ANTHROPOLOGY(L48), 
----F--, 1:00P-3:50P, Seigle / L004, 30, 21, 0, ANTHROPOLOGY(L48), 
-T-R---, 1:00P-2:20P, Louderman / 461, 40, 19, 0, ANTHROPOLOGY(L48), 
-T-R---, 10:00A-11:20A, McMillan / G056, 25, 20, 0, ANTHROPOLOGY(L48), 
M-W----, 10:00A-11:20A, Rudolph / 308, 20, 18, 0, ANTHROPOLOGY(L48), 
M-W----, 1:00P-2:20P, Rudolph / 308, 20, 17, 0, ANTHROPOLOGY(L48), 
-T-R---, 1:00P-2:20P, Wrighton / 301, 20, 13, 0, ANTHROPOLOGY(L48), 
M-W----, 11:30A-12:50P, Seigle / 206, 25, 22, 0, ANTHROPOLOGY(L48), 
M-W----, 11:30A-12:50P, Seigle / 205, 25, 20, 0, ANTHROPOLOGY(L48), 
-T-R---, 2:30P-3:50P, McMillan / G056, 30, 20, 0, ANTHROPOLOGY(L48), 
----F--, 11:00A-1:50P, McMillan / G057, 10, 4, 0, ANTHROPOLOGY(L48), 
M-W-F--, 10:00A-10:50A, McMillan / G058, 14, 13, 0, ANTHROPOLOGY(L48), 
--W-F--, 2:30P-3:50P, McMillan / 101, 15, 3, 0, ANTHROPOLOGY(L48), 
-T-R---, 1:00P-2:20P, McMillan / 150, 12, 5, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 0, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 1, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
TBA, , TBA, 5, 0, 0, ANTHROPOLOGY(L48), 
